Age,Stage of Change,Symptoms and Disorders,Psychological Treatment,Evidence Level,Basis for Evidence
Child,Precontemplation,Schizophrenia,CBT + family therapy,Unclear,
Child,Contemplation,Schizophrenia,CBT + family therapy,Unclear,
Child,Preparation,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Child,Action,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Child,Maintenance,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Adolescent,Precontemplation,Schizophrenia,CBT + family therapy,Unclear,
Adolescent,Contemplation,Schizophrenia,CBT + family therapy,Unclear,
Adolescent,Preparation,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Adolescent,Action,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Adolescent,Maintenance,Schizophrenia,CBT + family therapy,Experimental,"Stafford, M. R., Mayo-Wilson, E., Loucas, C. E., James, A., Hollis, C., Birchwood, M., & Kendall, T. (2015). Efficacy and safety of pharmacological and psychological interventions for the treatment of psychosis and schizophrenia in children, adolescents and young adults: A systematic review and meta-analysis. PloS One, 10(2), e0117166. doi:10.1371/journal.pone.0117166"
Adult,Precontemplation,Schizophrenia,Social Skills Training,Unclear,
Adult,Contemplation,Schizophrenia,Social Skills Training,Unclear,
Adult,Preparation,Schizophrenia,Social Skills Training,Good,"Kurtz, M. M., & Mueser, K. T. (2008). A meta-analysis of controlled research on social skills training for schizophrenia. Journal of Consulting and Clinical Psychology, 76(3), 491-504. doi:10.1037/0022-006X.76.3.491"
Adult,Action,Schizophrenia,Social Skills Training,Good,"Kurtz, M. M., & Mueser, K. T. (2008). A meta-analysis of controlled research on social skills training for schizophrenia. Journal of Consulting and Clinical Psychology, 76(3), 491-504. doi:10.1037/0022-006X.76.3.491"
Adult,Maintenance,Schizophrenia,Social Skills Training,Good,"Kurtz, M. M., & Mueser, K. T. (2008). A meta-analysis of controlled research on social skills training for schizophrenia. Journal of Consulting and Clinical Psychology, 76(3), 491-504. doi:10.1037/0022-006X.76.3.491"
Adult,Precontemplation,Schizophrenia,CBT,Unclear,
Adult,Contemplation,Schizophrenia,CBT,Unclear,
Adult,Preparation,Schizophrenia,CBT,Excellent,"Zimmermann, G., Favrod, J., Trieu, V. H., & Pomini, V. (2005). The effect of cognitive behavioral treatment on the positive symptoms of schizophrenia spectrum disorders: A meta-analysis. Schizophrenia Research, 77(1), 1-9. doi:10.1016/j.schres.2005.02.018 ; Pilling, S., Bebbington, P., Kuipers, E., Garety, P., Geddes, J., Orbach, G., & Morgan, C. (2002). Psychological treatments in schizophrenia: I. meta-analysis of family intervention and cognitive behaviour therapy. Psychological Medicine, 32(5), 763-782. doi:10.1017/S0033291702005895"
Adult,Action,Schizophrenia,CBT,Excellent,"Zimmermann, G., Favrod, J., Trieu, V. H., & Pomini, V. (2005). The effect of cognitive behavioral treatment on the positive symptoms of schizophrenia spectrum disorders: A meta-analysis. Schizophrenia Research, 77(1), 1-9. doi:10.1016/j.schres.2005.02.018 ; Pilling, S., Bebbington, P., Kuipers, E., Garety, P., Geddes, J., Orbach, G., & Morgan, C. (2002). Psychological treatments in schizophrenia: I. meta-analysis of family intervention and cognitive behaviour therapy. Psychological Medicine, 32(5), 763-782. doi:10.1017/S0033291702005895"
Adult,Maintenance,Schizophrenia,CBT,Excellent,"Zimmermann, G., Favrod, J., Trieu, V. H., & Pomini, V. (2005). The effect of cognitive behavioral treatment on the positive symptoms of schizophrenia spectrum disorders: A meta-analysis. Schizophrenia Research, 77(1), 1-9. doi:10.1016/j.schres.2005.02.018 ; Pilling, S., Bebbington, P., Kuipers, E., Garety, P., Geddes, J., Orbach, G., & Morgan, C. (2002). Psychological treatments in schizophrenia: I. meta-analysis of family intervention and cognitive behaviour therapy. Psychological Medicine, 32(5), 763-782. doi:10.1017/S0033291702005895"
Adult,Precontemplation,Schizophrenia,Cognitive Remediation,Unclear,
Adult,Contemplation,Schizophrenia,Cognitive Remediation,Unclear,
Adult,Preparation,Schizophrenia,Cognitive Remediation,Excellent,"Wykes, T., Huddy, V., Cellard, C., McGurk, S. R., & Czobor, P. (2011). A meta-analysis of cognitive remediation for schizophrenia: Methodology and effect sizes. The American Journal of Psychiatry, 168(5), 472-485. ; McGurk, S. R., Twamley, E. W., Sitzer, D. I., McHugo, G. J., & Mueser, K. T. (2007). A meta-analysis of cognitive remediation in schizophrenia. The American Journal of Psychiatry, 164(12), 1791-1802. doi:10.1176/appi.ajp.2007.07060906"
Adult,Action,Schizophrenia,Cognitive Remediation,Excellent,"Wykes, T., Huddy, V., Cellard, C., McGurk, S. R., & Czobor, P. (2011). A meta-analysis of cognitive remediation for schizophrenia: Methodology and effect sizes. The American Journal of Psychiatry, 168(5), 472-485. ; McGurk, S. R., Twamley, E. W., Sitzer, D. I., McHugo, G. J., & Mueser, K. T. (2007). A meta-analysis of cognitive remediation in schizophrenia. The American Journal of Psychiatry, 164(12), 1791-1802. doi:10.1176/appi.ajp.2007.07060906"
Adult,Maintenance,Schizophrenia,Cognitive Remediation,Excellent,"Wykes, T., Huddy, V., Cellard, C., McGurk, S. R., & Czobor, P. (2011). A meta-analysis of cognitive remediation for schizophrenia: Methodology and effect sizes. The American Journal of Psychiatry, 168(5), 472-485. ; McGurk, S. R., Twamley, E. W., Sitzer, D. I., McHugo, G. J., & Mueser, K. T. (2007). A meta-analysis of cognitive remediation in schizophrenia. The American Journal of Psychiatry, 164(12), 1791-1802. doi:10.1176/appi.ajp.2007.07060906"
Adult,Precontemplation,Schizophrenia,Integrated Psychological Therapy (a group-based CBT approach),Unclear,
Adult,Contemplation,Schizophrenia,Integrated Psychological Therapy (a group-based CBT approach),Unclear,
Adult,Preparation,Schizophrenia,Integrated Psychological Therapy (a group-based CBT approach),Excellent,"Roder, V., Mueller, D. R., Mueser, K. T., & Brenner, H. D. (2006). Integrated Psychological Therapy (IPT) for Schizophrenia: Is It Effective? Schizophrenia Bulletin, 32(Suppl 1), S81?S93. ; MÅller, D. R., Roder, V., & Brenner, H. D. (2007). Effectiveness of integrated psychological therapy for schizophrenia patients. A meta-analysis including 28 independent studies. Der Nervenarzt, 78(1), 62-73."
Adult,Action,Schizophrenia,Integrated Psychological Therapy (a group-based CBT approach),Excellent,"Roder, V., Mueller, D. R., Mueser, K. T., & Brenner, H. D. (2006). Integrated Psychological Therapy (IPT) for Schizophrenia: Is It Effective? Schizophrenia Bulletin, 32(Suppl 1), S81?S93. ; MÅller, D. R., Roder, V., & Brenner, H. D. (2007). Effectiveness of integrated psychological therapy for schizophrenia patients. A meta-analysis including 28 independent studies. Der Nervenarzt, 78(1), 62-73."
Adult,Maintenance,Schizophrenia,Integrated Psychological Therapy (a group-based CBT approach),Excellent,"Roder, V., Mueller, D. R., Mueser, K. T., & Brenner, H. D. (2006). Integrated Psychological Therapy (IPT) for Schizophrenia: Is It Effective? Schizophrenia Bulletin, 32(Suppl 1), S81?S93. ; MÅller, D. R., Roder, V., & Brenner, H. D. (2007). Effectiveness of integrated psychological therapy for schizophrenia patients. A meta-analysis including 28 independent studies. Der Nervenarzt, 78(1), 62-73."
Adult,Precontemplation,Schizophrenia,Assertive Community Treatment,Unclear,
Adult,Contemplation,Schizophrenia,Assertive Community Treatment,Unclear,
Adult,Preparation,Schizophrenia,Assertive Community Treatment,Excellent,"Schîttle, D., Schimmelmann, B. G., Karow, A., Ruppelt, F., Sauerbier, A., Bussopulos, A.. . Lambert, M. (2014). Effectiveness of integrated care including therapeutic assertive community treatment in severe schizophrenia spectrum and bipolar I disorders: The 24-month follow-up ACCESS II study. The Journal of Clinical Psychiatry, 75(12), 1371. ; Karow, A., Reimer, J., Kînig, H. H., Heider, D., Bock, T., Huber, C.. . Lambert, M. (2012). Cost-effectiveness of 12-month therapeutic assertive community treatment as part of integrated care versus standard care in patients with schizophrenia treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 73(3), e402-e408. doi:10.4088/JCP.11m06875 ; Lambert, M., Bock, T., Schîttle, D., Golks, D., Meister, K., Rietschel, L.. . Schimmelmann, B. G. (2010). Assertive community treatment as part of integrated care versus standard care: A 12-month trial in patients with first- and multiple-episode schizophrenia spectrum disorders treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 71(10), 1313-1323. doi:10.4088/JCP.09m05113yel"
Adult,Action,Schizophrenia,Assertive Community Treatment,Excellent,"Schîttle, D., Schimmelmann, B. G., Karow, A., Ruppelt, F., Sauerbier, A., Bussopulos, A.. . Lambert, M. (2014). Effectiveness of integrated care including therapeutic assertive community treatment in severe schizophrenia spectrum and bipolar I disorders: The 24-month follow-up ACCESS II study. The Journal of Clinical Psychiatry, 75(12), 1371. ; Karow, A., Reimer, J., Kînig, H. H., Heider, D., Bock, T., Huber, C.. . Lambert, M. (2012). Cost-effectiveness of 12-month therapeutic assertive community treatment as part of integrated care versus standard care in patients with schizophrenia treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 73(3), e402-e408. doi:10.4088/JCP.11m06875 ; Lambert, M., Bock, T., Schîttle, D., Golks, D., Meister, K., Rietschel, L.. . Schimmelmann, B. G. (2010). Assertive community treatment as part of integrated care versus standard care: A 12-month trial in patients with first- and multiple-episode schizophrenia spectrum disorders treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 71(10), 1313-1323. doi:10.4088/JCP.09m05113yel"
Adult,Maintenance,Schizophrenia,Assertive Community Treatment,Excellent,"Schîttle, D., Schimmelmann, B. G., Karow, A., Ruppelt, F., Sauerbier, A., Bussopulos, A.. . Lambert, M. (2014). Effectiveness of integrated care including therapeutic assertive community treatment in severe schizophrenia spectrum and bipolar I disorders: The 24-month follow-up ACCESS II study. The Journal of Clinical Psychiatry, 75(12), 1371. ; Karow, A., Reimer, J., Kînig, H. H., Heider, D., Bock, T., Huber, C.. . Lambert, M. (2012). Cost-effectiveness of 12-month therapeutic assertive community treatment as part of integrated care versus standard care in patients with schizophrenia treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 73(3), e402-e408. doi:10.4088/JCP.11m06875 ; Lambert, M., Bock, T., Schîttle, D., Golks, D., Meister, K., Rietschel, L.. . Schimmelmann, B. G. (2010). Assertive community treatment as part of integrated care versus standard care: A 12-month trial in patients with first- and multiple-episode schizophrenia spectrum disorders treated with quetiapine immediate release (ACCESS trial). The Journal of Clinical Psychiatry, 71(10), 1313-1323. doi:10.4088/JCP.09m05113yel"
Adult,Precontemplation,Schizophrenia,Family Psychoeducation,Experimental,"Magliano, L., Fiorillo, A., Malangone, C., De Rosa, C., & Maj, M. (2006). Patient functioning and family burden in a controlled, real-world trial of family psychoeducation for schizophrenia. Psychiatric Services (Washington, D.C.), 57(12), 1784. ; McFarlane, W. R., Dixon, L., Lukens, E., & Lucksted, A. (2003). Family psychoeducation and schizophrenia: A review of the literature. Journal of Marital and Family Therapy, 29(2), 223-245. doi:10.1111/j.1752-0606.2003.tb01202.x"
Adult,Contemplation,Schizophrenia,Family Psychoeducation,Experimental,"Magliano, L., Fiorillo, A., Malangone, C., De Rosa, C., & Maj, M. (2006). Patient functioning and family burden in a controlled, real-world trial of family psychoeducation for schizophrenia. Psychiatric Services (Washington, D.C.), 57(12), 1784. ; McFarlane, W. R., Dixon, L., Lukens, E., & Lucksted, A. (2003). Family psychoeducation and schizophrenia: A review of the literature. Journal of Marital and Family Therapy, 29(2), 223-245. doi:10.1111/j.1752-0606.2003.tb01202.x"
Adult,Preparation,Schizophrenia,Family Psychoeducation,Excellent,"Magliano, L., Fiorillo, A., Malangone, C., De Rosa, C., & Maj, M. (2006). Patient functioning and family burden in a controlled, real-world trial of family psychoeducation for schizophrenia. Psychiatric Services (Washington, D.C.), 57(12), 1784. ; McFarlane, W. R., Dixon, L., Lukens, E., & Lucksted, A. (2003). Family psychoeducation and schizophrenia: A review of the literature. Journal of Marital and Family Therapy, 29(2), 223-245. doi:10.1111/j.1752-0606.2003.tb01202.x"
Adult,Action,Schizophrenia,Family Psychoeducation,Excellent,"Magliano, L., Fiorillo, A., Malangone, C., De Rosa, C., & Maj, M. (2006). Patient functioning and family burden in a controlled, real-world trial of family psychoeducation for schizophrenia. Psychiatric Services (Washington, D.C.), 57(12), 1784. ; McFarlane, W. R., Dixon, L., Lukens, E., & Lucksted, A. (2003). Family psychoeducation and schizophrenia: A review of the literature. Journal of Marital and Family Therapy, 29(2), 223-245. doi:10.1111/j.1752-0606.2003.tb01202.x"
